,age,balance,contact,day,month,duration,campaign,pdays,previous,deposit,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,poutcome_other,poutcome_success,poutcome_unknown
2811,76,2991,cellular,22,oct,344,1,183,1,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2812,38,4174,cellular,23,oct,336,2,184,5,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2813,60,10925,cellular,23,oct,270,3,185,1,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2814,33,2411,cellular,23,oct,130,1,161,1,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2815,43,14646,cellular,23,oct,210,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2816,61,86,cellular,23,oct,149,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2817,43,11115,cellular,23,oct,476,1,74,2,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2818,57,6900,cellular,23,oct,255,4,185,2,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2819,33,5878,cellular,23,oct,438,1,430,2,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2820,77,1780,cellular,23,oct,221,2,183,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2821,35,183,cellular,23,oct,281,1,52,4,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2822,59,3648,telephone,23,oct,257,2,126,3,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2823,76,4112,telephone,23,oct,282,2,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2824,73,542,cellular,26,oct,355,1,180,5,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2825,81,243,cellular,27,oct,131,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2826,41,942,cellular,27,oct,143,1,188,1,yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
2827,57,254,cellular,27,oct,207,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2828,28,0,cellular,27,oct,96,1,267,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2829,38,0,cellular,27,oct,297,1,75,3,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2830,52,992,cellular,27,oct,424,1,515,1,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2831,22,23,cellular,27,oct,137,1,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2832,53,732,cellular,27,oct,759,2,-1,0,yes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2833,60,4629,cellular,27,oct,624,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2834,56,0,cellular,27,oct,298,1,111,8,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2835,38,70,cellular,27,oct,255,3,148,1,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2836,44,5063,cellular,27,oct,418,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2837,69,4572,telephone,27,oct,146,2,56,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2838,36,129,cellular,27,oct,149,1,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2839,75,4984,telephone,28,oct,509,1,-1,0,yes,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2840,65,1004,cellular,28,oct,371,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2841,64,4787,cellular,28,oct,501,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2842,30,914,cellular,28,oct,524,3,272,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2843,57,2326,cellular,28,oct,207,1,194,1,yes,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2844,31,81,cellular,29,oct,164,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2845,36,203,cellular,29,oct,139,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2846,64,3951,cellular,29,oct,164,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2847,54,240,cellular,29,oct,142,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2848,26,338,cellular,29,oct,209,1,188,2,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2849,51,0,cellular,29,oct,1707,2,-1,0,yes,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2850,72,0,cellular,29,oct,189,3,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2851,30,944,cellular,29,oct,251,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2852,60,5,cellular,29,oct,401,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2853,30,697,cellular,29,oct,215,3,80,5,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2854,66,1948,cellular,29,oct,106,2,269,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2855,50,3654,cellular,29,oct,215,2,78,2,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2856,47,551,cellular,29,oct,124,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2857,80,997,cellular,29,oct,746,2,86,1,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2858,61,477,cellular,29,oct,377,1,520,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2859,47,3663,cellular,29,oct,424,2,213,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2860,30,853,cellular,29,oct,279,1,148,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2861,21,8278,cellular,29,oct,445,1,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2862,62,7458,cellular,30,oct,212,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2863,26,44,cellular,30,oct,217,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2864,36,1193,cellular,30,oct,640,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2865,87,230,cellular,30,oct,144,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2866,61,8729,cellular,30,oct,480,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2867,70,2384,cellular,30,oct,196,2,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2868,60,3401,cellular,30,oct,294,1,270,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2869,41,881,cellular,30,oct,257,3,-1,0,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2870,22,1522,cellular,30,oct,368,2,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2871,60,4243,cellular,30,oct,416,2,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2872,54,473,cellular,2,nov,182,1,81,1,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2873,35,5462,cellular,2,nov,188,1,186,1,yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2874,59,4412,cellular,2,nov,162,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2875,29,10332,cellular,2,nov,46,3,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2876,48,0,cellular,3,nov,1233,1,351,2,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2877,37,238,cellular,3,nov,149,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2878,36,62,cellular,3,nov,566,1,182,7,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2879,52,2398,cellular,3,nov,412,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2880,67,704,cellular,3,nov,537,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2881,36,506,cellular,3,nov,217,1,70,2,yes,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2882,64,2352,cellular,3,nov,181,4,183,7,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2883,29,938,cellular,3,nov,358,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2884,27,1720,cellular,3,nov,284,2,273,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2885,76,1492,telephone,3,nov,383,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2886,34,1778,cellular,4,nov,358,1,162,2,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2887,54,0,cellular,6,nov,464,5,192,8,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2888,67,942,cellular,6,nov,455,2,84,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2889,24,556,cellular,6,nov,368,2,80,2,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
2890,53,10541,cellular,9,nov,178,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2891,33,1536,cellular,9,nov,262,1,94,2,yes,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2892,24,235,cellular,9,nov,118,1,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2893,32,935,cellular,9,nov,165,1,91,7,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2894,60,10861,cellular,9,nov,98,1,91,2,yes,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2895,64,2331,telephone,9,nov,201,1,-1,0,yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2896,35,1228,cellular,9,nov,696,2,88,12,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2897,24,125,cellular,9,nov,263,1,90,1,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2898,42,2816,cellular,10,nov,193,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2899,40,0,cellular,10,nov,147,1,96,8,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2900,33,22867,cellular,10,nov,266,2,92,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2901,71,1311,cellular,10,nov,301,2,91,1,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2902,52,94,cellular,10,nov,293,3,190,10,yes,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2903,47,0,cellular,10,nov,213,1,190,1,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2904,49,3371,cellular,11,nov,269,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2905,26,943,cellular,11,nov,166,1,195,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2906,40,9366,cellular,11,nov,69,3,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2907,32,6746,cellular,11,nov,199,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2908,33,1076,cellular,11,nov,131,1,96,5,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2909,35,0,cellular,11,nov,229,2,96,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2910,53,1624,cellular,11,nov,166,3,97,7,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2911,20,801,cellular,11,nov,244,2,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2912,44,1070,cellular,11,nov,172,1,91,5,yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2913,21,123,telephone,11,nov,513,1,91,1,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2914,36,3623,unknown,12,nov,71,1,378,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2915,31,533,cellular,12,nov,90,3,93,6,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2916,42,994,cellular,12,nov,227,3,93,6,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
2917,33,386,cellular,12,nov,253,1,92,4,yes,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2918,29,1026,cellular,12,nov,226,1,92,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2919,30,2424,cellular,12,nov,110,1,279,1,yes,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2920,32,1331,cellular,12,nov,126,1,92,5,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2921,54,2206,cellular,12,nov,104,1,99,2,yes,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
2922,82,0,telephone,12,nov,226,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2923,47,4693,cellular,12,nov,89,1,97,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2924,48,1230,cellular,12,nov,169,1,196,2,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2925,77,3417,cellular,12,nov,134,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2926,38,1767,cellular,12,nov,893,7,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2927,27,5291,cellular,12,nov,192,2,92,2,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2928,43,3403,cellular,12,nov,707,2,97,2,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
2929,33,133,cellular,12,nov,627,2,192,1,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2930,27,4745,telephone,12,nov,411,4,192,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2931,76,3324,cellular,13,nov,122,1,92,3,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2932,81,5220,telephone,13,nov,135,1,94,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2933,71,2600,cellular,13,nov,186,2,98,1,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2934,39,260,cellular,13,nov,226,1,94,4,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2935,18,608,cellular,13,nov,210,1,93,1,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2936,58,462,cellular,13,nov,495,1,93,1,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2937,44,14,cellular,13,nov,167,1,92,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2938,67,1146,cellular,13,nov,259,1,92,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2939,31,181,cellular,13,nov,239,2,93,2,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2940,61,3114,cellular,13,nov,381,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2941,36,376,cellular,13,nov,193,1,92,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2942,56,9367,telephone,13,nov,271,2,92,4,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2943,24,382,cellular,13,nov,256,2,92,3,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2944,33,920,cellular,16,nov,130,1,95,2,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2945,34,129,cellular,16,nov,295,1,200,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
2946,58,169,cellular,16,nov,301,1,94,3,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2947,64,679,telephone,16,nov,167,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2948,27,535,cellular,16,nov,183,1,94,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2949,63,3115,cellular,16,nov,432,5,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2950,23,1234,cellular,16,nov,250,1,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2951,37,197,cellular,16,nov,175,1,200,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2952,43,3186,cellular,16,nov,380,1,88,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2953,35,3160,cellular,16,nov,445,2,95,1,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2954,33,195,cellular,16,nov,984,5,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2955,75,6027,cellular,16,nov,1248,2,94,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2956,40,764,unknown,17,nov,85,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2957,52,583,cellular,17,nov,209,1,91,2,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2958,55,0,cellular,17,nov,134,2,91,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2959,71,5715,cellular,17,nov,747,2,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2960,78,1204,telephone,17,nov,135,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2961,35,4922,cellular,17,nov,393,4,201,17,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
2962,52,234,cellular,17,nov,255,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2963,31,9421,cellular,25,nov,372,1,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2964,31,4198,cellular,25,nov,234,1,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2965,38,3576,cellular,25,nov,349,2,183,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2966,28,1925,cellular,25,nov,487,1,97,2,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2967,72,1129,cellular,25,nov,208,1,91,1,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2968,29,265,cellular,25,nov,414,1,184,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2969,46,38,cellular,25,nov,541,1,-1,0,yes,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2970,53,1982,cellular,27,nov,160,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
2971,58,3399,telephone,30,nov,1628,2,188,8,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2972,22,691,cellular,30,nov,260,5,103,1,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2973,28,330,cellular,2,dec,357,1,188,3,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2974,31,318,cellular,2,dec,310,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2975,26,644,cellular,2,dec,346,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2976,60,4,cellular,2,dec,415,1,190,5,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2977,29,1165,cellular,3,dec,244,2,184,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2978,36,4708,cellular,3,dec,284,1,171,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2979,68,2820,cellular,3,dec,154,1,97,2,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2980,48,1147,cellular,3,dec,155,1,120,3,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2981,53,980,cellular,3,dec,352,1,-1,0,yes,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2982,39,2983,cellular,3,dec,472,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2983,28,339,cellular,3,dec,350,1,182,1,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2984,72,1940,telephone,4,dec,705,2,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2985,29,1445,cellular,4,dec,271,2,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2986,26,294,cellular,4,dec,208,2,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2987,49,5887,cellular,4,dec,439,3,185,5,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2988,43,11891,cellular,4,dec,821,5,242,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2989,28,78,cellular,4,dec,232,3,310,2,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2990,44,733,cellular,4,dec,360,2,105,5,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
2991,73,5028,cellular,4,dec,696,10,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2992,39,481,cellular,7,dec,929,5,189,1,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2993,29,314,cellular,7,dec,415,2,116,4,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2994,31,684,cellular,7,dec,620,3,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
2995,30,1681,cellular,7,dec,329,2,-1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2996,50,10250,cellular,7,dec,254,3,385,2,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2997,42,254,cellular,9,dec,288,7,183,4,yes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2998,37,0,cellular,9,dec,179,1,190,1,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2999,49,307,cellular,9,dec,854,1,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3000,59,957,cellular,9,dec,479,2,-1,0,yes,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3001,80,155,telephone,9,dec,343,2,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3002,86,614,telephone,9,dec,595,1,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
